"Sl. No.",State,"Name Of University","Name Of College","Arts - Male","Arts - Female","Science - Male","Science - Female","Commerce - Male","Commerce - Female","Computer App / Computer Science - Male","Computer App / Computer Science - Female","Management - Male","Management - Female","Education - Male","Education - Female","Engineering and Technology - Male","Engineering and Technology - Female","Medicine - Male","Medicine - Female","Agriculture - Male","Agriculture - Female","Veterinary Science - Male","Veterinary Science - Female","Law - Male","Law - Female","Others - Male","Others - Female","Total - Male","Total - Female","Grand Total"
518,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Sharadha Vidhyalaya Degree and P.G College for Women (Id: C-25598)",0,0,0,27,0,332,0,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359,359
519,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Sree Vani Women's Degree and P.G College (Id: C-25596)",0,81,0,366,0,643,0,643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1090,1090
520,Telangana,"Osmania University, Hyderabad (Id: U-0027)","New Badruka Degree College (Id: C-25594)",121,13,0,0,0,44,172,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,57,350
521,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Omega College of Computer Application (Id: C-25593)",0,0,0,0,0,0,0,0,183,77,0,0,0,0,183,0,0,0,0,0,0,0,0,0,183,77,260
522,Telangana,"Osmania University, Hyderabad (Id: U-0027)","P.V Ramreddy P.G College (Id: C-25592)",0,0,0,0,0,0,0,0,35,111,0,0,0,0,35,0,0,0,0,0,0,0,0,0,35,111,146
523,Telangana,"Osmania University, Hyderabad (Id: U-0027)","TMSS College of Management (Id: C-25590)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Vivekananda School of P.G. Studies (Id: C-25589)",0,0,0,0,28,0,0,0,70,43,0,0,0,0,70,0,0,0,0,0,0,0,0,0,98,54,152
525,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Samatha Degree College (Id: C-25588)",0,0,18,12,0,25,64,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,37,119
526,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Ideal Degree College for Women (Id: C-25587)",0,0,0,809,0,621,0,621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1430,1430
527,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Sai Gowthami Degree College (Id: C-25584)",209,130,176,76,0,45,106,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491,251,742
528,Telangana,"Osmania University, Hyderabad (Id: U-0027)","UK College of Education (Id: C-25582)",0,0,0,0,0,0,0,0,0,0,35,65,0,0,0,0,0,0,0,0,0,0,0,0,35,65,100
529,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Sri Sadana Degree College (Id: C-25581)",0,0,33,20,0,36,41,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,56,130
530,Telangana,"Osmania University, Hyderabad (Id: U-0027)","St. Francis Xavier Degree College (Id: C-25580)",0,0,104,8,0,52,727,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831,60,891
531,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Green Fields College of Hotel Management (Id: C-25579)",0,0,0,0,0,0,0,0,52,8,0,0,0,0,52,0,0,0,0,0,0,0,0,0,52,8,60
532,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Pragnya Womens Degree College (Id: C-25578)",0,0,0,14,0,45,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,59
533,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Holy Mary Tec.College of Education (Id: C-25575)",0,0,0,0,0,0,0,0,0,0,72,40,0,0,0,0,0,0,0,0,0,0,0,0,72,40,112
534,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Princeton P.G. College of Information Technology (Id: C-25574)",0,0,0,0,83,0,0,0,60,26,0,0,0,0,60,0,0,0,0,0,0,0,0,0,143,50,193
535,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Malla Reddy College of Pharmacy (Id: C-25573)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0,0,0,0,0,0,0,0,315,450,765
536,Telangana,"Osmania University, Hyderabad (Id: U-0027)","MNR College of Pharmacy (Id: C-25572)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,113,145,258
537,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Kommuri Pratap Reddy Institute of Management (Id: C-25570)",0,0,0,0,0,0,0,0,93,60,0,0,0,0,93,0,0,0,0,0,0,0,0,0,93,60,153
538,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Omega College of Business Management (Id: C-25569)",0,0,0,0,0,0,0,0,176,167,0,0,0,0,176,0,0,0,0,0,0,0,0,0,176,167,343
539,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Priyadarshini College of Pharmaceutical Sciences (Id: C-25568)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,110,92,202
540,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Nagarjuna Degree and P.G College (Sangareddy) (Id: C-25566)",0,0,242,286,0,188,191,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433,474,907
541,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Wesley Degree College (Co-Edn) (Id: C-25565)",28,8,216,32,0,74,868,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1112,114,1226
542,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Badruka Degree College (AN) (Id: C-25564)",0,0,0,0,0,258,430,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430,258,688
543,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Aristotle P.G.College (Id: C-25563)",0,0,0,0,0,0,0,0,35,27,0,0,0,0,35,0,0,0,0,0,0,0,0,0,35,27,62
544,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Sri Chakra Institute of Computer Sciences (MCA) (Id: C-25562)",0,0,0,0,0,0,0,0,164,41,0,0,0,0,164,0,0,0,0,0,0,0,0,0,164,41,205
545,Telangana,"Osmania University, Hyderabad (Id: U-0027)","PRR College of Commerce and Management (Id: C-25561)",0,0,0,0,0,0,0,0,55,22,0,0,0,0,55,0,0,0,0,0,0,0,0,0,55,22,77
546,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Hyderabad School of Management (Id: C-25560)",0,0,0,0,0,0,0,0,149,25,0,0,0,0,149,0,0,0,0,0,0,0,0,0,149,25,174
547,Telangana,"Osmania University, Hyderabad (Id: U-0027)","MANTRA School of Business Management (Id: C-25558)",0,0,0,0,0,0,0,0,143,57,0,0,0,0,143,0,0,0,0,0,0,0,0,0,143,57,200
548,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Sanga Mithra Degree College (Id: C-25557)",241,132,90,111,0,69,154,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485,312,797
549,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Rishi UBR Degree College for Women (Id: C-25556)",0,0,0,0,0,138,0,138,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502,502
550,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Siddhartha Degree College (Id: C-25555)",0,0,0,0,0,63,227,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,63,290
551,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Anwarul-Uloom College of Computer Science (Id: C-25554)",0,0,0,0,41,0,0,0,83,32,0,0,0,0,83,0,0,0,0,0,0,0,0,0,124,48,172
552,Telangana,"Osmania University, Hyderabad (Id: U-0027)","R.G. Kedia Degree College (Id: C-25553)",0,0,319,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,51,370
553,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Arya College of Pharmacy (Id: C-25552)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,76,77,153
554,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Nava Chaitanya Degree College (Id: C-25550)",0,0,0,0,0,145,663,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,663,145,808
555,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Princenton Degree College (Id: C-25549)",60,27,244,125,11,81,273,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,588,249,837
556,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Gokul Degree College (Id: C-25548)",0,0,14,4,0,167,141,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,171,326
557,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Auroras Degree College (Id: C-25547)",0,0,746,412,0,466,935,466,30,15,0,0,0,0,30,0,0,0,0,0,0,0,0,0,1711,893,2604
558,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Nagarjuna Degree College (Mutrajpally) (Id: C-25545)",320,70,90,59,0,115,298,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,708,244,952
559,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Gouthami Degree College for Women (Id: C-25544)",0,0,139,54,0,137,386,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525,191,716
560,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Vijaya Sai Degree College (Id: C-25543)",239,84,44,40,0,54,139,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422,178,600
561,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Sri Vidhya College of Education (Id: C-25542)",0,0,0,0,0,0,0,0,0,0,36,64,0,0,0,0,0,0,0,0,0,0,0,0,36,64,100
562,Telangana,"Osmania University, Hyderabad (Id: U-0027)","KEN Degree College (Id: C-25540)",0,0,0,0,0,58,168,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,58,226
563,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Pragati College of Education (Id: C-25539)",0,0,0,0,0,0,0,0,0,0,41,55,0,0,0,0,0,0,0,0,0,0,0,0,41,55,96
564,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Pragnya Degree College (Id: C-25538)",0,0,40,14,0,19,124,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,33,197
565,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Annie Besant Womens Degree College (Id: C-25537)",0,0,0,801,0,660,0,660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1461,1461
566,"Andhra Pradesh","Rayalaseema, University Kurnool (Id: U-0031)","Sri Sai MBA College, Nandikotkur (Id: C-26305)",0,0,0,0,0,0,0,0,43,16,0,0,0,0,43,0,0,0,0,0,0,0,0,0,43,16,59
567,"Andhra Pradesh","Rayalaseema, University Kurnool (Id: U-0031)","SBSYM Degree College, (Id: C-26313)",84,41,175,76,0,28,102,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,145,506
568,"Andhra Pradesh","Rayalaseema, University Kurnool (Id: U-0031)","Silver Jubilee Govt. Degree College (PG), Kurnool (Id: C-26331)",133,76,370,23,0,21,160,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,663,120,783
569,Telangana,"Osmania University, Hyderabad (Id: U-0027)","Bharat P.G. College for Women (Id: C-25536)",0,0,0,0,0,0,0,0,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,238
570,"Andhra Pradesh","Rayalaseema, University Kurnool (Id: U-0031)","Sri Ramakrishna PG College, Nandyal (Id: C-26334)",0,0,11,10,20,35,29,35,162,68,0,0,0,0,162,0,0,0,0,0,0,0,0,0,222,128,350
571,"Andhra Pradesh","Rayalaseema, University Kurnool (Id: U-0031)","The Adoni Arts and Science College, (Id: C-26352)",226,64,580,160,0,133,803,133,100,17,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1709,374,2083
572,"Andhra Pradesh","Rayalaseema, University Kurnool (Id: U-0031)","Vidya Jyothi Inst. of Management and Technology, Nandyal (Id: C-35902)",0,0,0,0,0,0,0,0,52,21,0,0,0,0,52,0,0,0,0,0,0,0,0,0,52,21,73
573,Telangana,"Satavahana University, Karimnagar (Id: U-0032)","APOORVA DEGREE COLLEGE, KARIMNAGAR (Id: C-21471)",0,0,439,482,0,367,673,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1112,849,1961
574,Telangana,"Satavahana University, Karimnagar (Id: U-0032)","GOUTHAM SAI DEGREE COLLEGE, GODAVARIKHANI (Id: C-21484)",0,0,132,169,0,445,529,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,661,614,1275
575,Telangana,"Satavahana University, Karimnagar (Id: U-0032)","VANISRI DEGREE COLLEGE KARIMNAGAR (Id: C-21487)",0,0,105,26,0,166,429,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,534,192,726
576,Telangana,"Satavahana University, Karimnagar (Id: U-0032)","SRR COLLEGE OF PHARMACEUTICAL SCIENCES, VALBHAPUR (V), ELKATURTHI (M), KARIMNAGAR (Id: C-21490)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0,49,166,215
577,Telangana,"Satavahana University, Karimnagar (Id: U-0032)","VIVEKANANDA DEGREE COLLEGE, HUSNABAD (Id: C-21491)",158,128,89,168,102,111,136,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,21,559,615,1174
578,Telangana,"Satavahana University, Karimnagar (Id: U-0032)","GOUTHAMI SAI DEGREE and PG COLLEGE OPP: SHIVALAYAM, MARKANDEYA COLONY, GODAVARIKHANI (Id: C-21499)",0,0,6,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,29,35
579,Telangana,"Satavahana University, Karimnagar (Id: U-0032)","RBVRR COLLEGE OF EDUCATION, KARIMNAGAR (Id: C-21501)",0,0,0,0,0,0,0,0,0,0,34,65,0,0,0,0,0,0,0,0,0,0,0,0,34,65,99
580,Telangana,"Satavahana University, Karimnagar (Id: U-0032)","SRI HARSHITHA DEGREE COLLEGE,KATARAM (Id: C-21502)",34,23,21,75,0,88,73,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,186,314
581,Telangana,"Satavahana University, Karimnagar (Id: U-0032)","SREE CHAITANYA DEGREE COLLEGE, M.M.THOTA, KARIMNAGAR (Id: C-21505)",0,0,392,610,0,215,409,215,57,22,0,0,0,0,57,0,0,0,0,0,0,0,0,0,858,847,1705
582,Telangana,"Satavahana University, Karimnagar (Id: U-0032)","PRAGATHI DEGREE COLLEGE, GOPALRAO PET, RAMADUGU (Id: C-21512)",3,1,4,20,0,107,36,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,128,171
583,Telangana,"Satavahana University, Karimnagar (Id: U-0032)","VANI NIKETAN INSTITUTE OF MANAGEMTNT STUDIES, MUKARAMPURA, KARIMNAGAR-505002 (Id: C-21521)",0,0,0,0,0,0,0,0,86,58,0,0,0,0,86,0,0,0,0,0,0,0,0,0,86,58,144
584,Telangana,"Satavahana University, Karimnagar (Id: U-0032)","CHANAKYA DEGREE COLLEGE, NEAR CITY CABLE, JAMMIKUNTA (Id: C-21529)",49,48,96,214,0,197,309,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454,459,913
585,Telangana,"Satavahana University, Karimnagar (Id: U-0032)","GOVERNMENT DEGREE COLLEGE, CHOPPADANDI (Id: C-21537)",46,41,0,0,0,59,31,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,100,177
586,Telangana,"Satavahana University, Karimnagar (Id: U-0032)","SRI GEERAVANI INSTITUTE OF MANAGEMENT, CHOPPANDI (Id: C-21546)",0,0,0,0,0,0,0,0,118,27,0,0,0,0,118,0,0,0,0,0,0,0,0,0,118,27,145
587,Telangana,"Satavahana University, Karimnagar (Id: U-0032)","A.K. VISHWANTHA REDDY DEGREE COLLEGE, MULKANOOR, BHEEMADEVARAPALLY (Id: C-21555)",34,39,14,58,0,65,30,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,162,240
588,Telangana,"Satavahana University, Karimnagar (Id: U-0032)","NAVODAYA DEGREE COLLEGE, DHARMAPURI (Id: C-21557)",0,0,46,101,0,32,29,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,133,208
589,Telangana,"Satavahana University, Karimnagar (Id: U-0032)","SRI CHAITANYA DEGREE COLLEGE, KARIMNAGAR (Id: C-21558)",0,0,108,207,0,64,24,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,271,403
590,Telangana,"Satavahana University, Karimnagar (Id: U-0032)","MASTERS DEGREE COLLEGE, BHAGATH NAGAR, KARIMNAGAR (Id: C-21568)",0,0,122,37,0,122,99,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,159,380
591,Telangana,"Satavahana University, Karimnagar (Id: U-0032)","SRI ADARSHA DEGREE COLLEGE, KOHEDA (Id: C-21571)",24,17,0,0,0,78,86,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,95,205
592,Telangana,"Satavahana University, Karimnagar (Id: U-0032)","PRAGATHI DEGREE COLLEGE, KALVACHERLA, KAMANPUR (Id: C-21577)",0,0,0,0,4,174,59,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,206,269
593,Telangana,"Satavahana University, Karimnagar (Id: U-0032)","VAAGESWARI DEGREE COLLEGE MUKARAMPURA ROAD, KARIMNAGAR (Id: C-21579)",0,0,237,306,0,353,513,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,659,1409
594,Telangana,"Satavahana University, Karimnagar (Id: U-0032)","NARENDRA DEGREE COLLEGE, CHOULAMADDI (V), METPALLY (Id: C-21581)",73,91,128,102,0,85,224,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425,278,703
595,Telangana,"Satavahana University, Karimnagar (Id: U-0032)","TRINITY DEGREE COLLEGE, PRAGATHI NAGAR, PEDDAPALLY (Id: C-21586)",0,0,81,94,0,208,140,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,302,523
596,Telangana,"Satavahana University, Karimnagar (Id: U-0032)","CHANAKYA DEGREE and PG COLLEGE, NEAR CITY CABLE, JAMMIKUNTA (Id: C-21591)",0,0,15,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,28,43
597,Telangana,"Satavahana University, Karimnagar (Id: U-0032)","JAYASREE DEGREE COLLEGE, KARIMNAGAR (Id: C-21601)",0,0,25,16,0,54,167,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,70,262
598,Telangana,"Satavahana University, Karimnagar (Id: U-0032)","VANI NIKETHAN VIDYA SAMITHI, MUKARAMPURA, KARIMNAGAR (Id: C-21602)",0,0,0,0,0,0,0,0,0,0,50,44,0,0,0,0,0,0,0,0,0,0,0,0,50,44,94
599,Telangana,"Satavahana University, Karimnagar (Id: U-0032)","VODITHALA SRINIVASA RAO DEGREE COLLEGE HUZURABAD (Id: C-21612)",1,1,7,18,0,13,21,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,32,61
600,Telangana,"Satavahana University, Karimnagar (Id: U-0032)","VANI NIKETAN DEGREE and PG COLLEGE , MUKARAMPURA, KARIMNAGAR (Id: C-21616)",393,227,1011,655,0,407,616,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,1289,3309
601,"Andhra Pradesh","Sri Krishnadevaraya University, Anantapur (Id: U-0033)","St. Josephs College of Education, Anantapur (Id: C-30931)",0,0,0,0,0,0,0,0,0,0,47,53,0,0,0,0,0,0,0,0,0,0,0,0,47,53,100
602,"Andhra Pradesh","Sri Krishnadevaraya University, Anantapur (Id: U-0033)","Government Degree College, Tadipatri (Id: C-30939)",30,10,21,11,0,23,108,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,44,203
603,"Andhra Pradesh","Sri Krishnadevaraya University, Anantapur (Id: U-0033)","Jamia Mohammadia Arabic College, Rayadurg (Id: C-30944)",127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,127
604,"Andhra Pradesh","Sri Krishnadevaraya University, Anantapur (Id: U-0033)","Dr.B.V. Syamala Rathnam College of Education, Hindupur (Id: C-30962)",0,0,0,0,0,0,0,0,0,0,45,55,0,0,0,0,0,0,0,0,0,0,0,0,45,55,100
605,"Andhra Pradesh","Sri Krishnadevaraya University, Anantapur (Id: U-0033)","M.S. Degree College, Gooty (Id: C-30994)",55,55,61,65,0,81,63,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,201,380
606,"Andhra Pradesh","Sri Krishnadevaraya University, Anantapur (Id: U-0033)","C.V.L.N.R. Degree College, Anantapur (Id: C-31015)",0,0,44,16,0,22,62,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,38,144
607,"Andhra Pradesh","Sri Venkateswara University, Tirupathy (Id: U-0037)","Sri Surya Degree College, NAGARI Rural (Id: C-27623)",0,0,34,75,0,81,94,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,156,284
608,"Andhra Pradesh","Sri Venkateswara University, Tirupathy (Id: U-0037)","Sri Padmavathi College of Education, Tirupati (Id: C-27625)",0,0,0,0,0,0,0,0,0,0,29,71,0,0,0,0,0,0,0,0,0,0,0,0,29,71,100
609,"Andhra Pradesh","Sri Venkateswara University, Tirupathy (Id: U-0037)","SRI VANI Degree College PALAMANER Rural (Id: C-27629)",63,111,183,83,0,6,502,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,748,200,948
610,"Andhra Pradesh","Sri Venkateswara University, Tirupathy (Id: U-0037)","SVA Govt. Degree College for Men, Srikalahasti (Id: C-27630)",131,1,302,124,0,0,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,787,125,912
611,"Andhra Pradesh","Sri Venkateswara University, Tirupathy (Id: U-0037)","S.R.Govt. Degree College, PUNGANUR Rural (Id: C-27631)",73,41,38,10,0,60,173,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,111,395
612,"Andhra Pradesh","Sri Venkateswara University, Tirupathy (Id: U-0037)","VCR Degree and PG College, Chittoor (Id: C-27633)",0,0,0,0,0,8,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,10
613,"Andhra Pradesh","Sri Venkateswara University, Tirupathy (Id: U-0037)","Sri Vivekananda Degree College, Madanapalle Urban (Id: C-27634)",0,0,58,32,0,172,171,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,204,433
614,"Andhra Pradesh","Sri Venkateswara University, Tirupathy (Id: U-0037)","SRI.C.DASS Arts and Science Degree College, SATHYAVEDU Rural (Id: C-27638)",21,14,28,28,0,53,121,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,95,265
615,"Andhra Pradesh","Sri Venkateswara University, Tirupathy (Id: U-0037)","Sri Kalahasthiswara Institute of Infor. and Manag. Sciences, Sri Kalahasthi. (Id: C-27639)",0,0,0,0,44,0,0,0,202,79,0,0,0,0,202,0,0,0,0,0,0,0,0,0,246,121,367
616,"Andhra Pradesh","Sri Venkateswara University, Tirupathy (Id: U-0037)","Rayalaseema College of Education, Tirupati (Id: C-27642)",0,0,0,0,0,0,0,0,0,0,63,67,0,0,0,0,0,0,0,0,0,0,0,0,63,67,130
617,"Andhra Pradesh","Sri Venkateswara University, Tirupathy (Id: U-0037)","Sri. R.K.M. Law College, Tirupati (Id: C-27643)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,852,218,0,0,852,218,1070
618,"Andhra Pradesh","Sri Venkateswara University, Tirupathy (Id: U-0037)","B.R.M.B.Ed. College of Education, Chittoor (Id: C-27644)",0,0,0,0,0,0,0,0,0,0,23,52,0,0,0,0,0,0,0,0,0,0,0,0,23,52,75
619,"Andhra Pradesh","Sri Venkateswara University, Tirupathy (Id: U-0037)","K.M.M. College of Education, Ramireddypalli, Narasingapuram (post) (Id: C-27647)",0,0,0,0,0,0,0,0,0,0,34,55,0,0,0,0,0,0,0,0,0,0,0,0,34,55,89
620,"Andhra Pradesh","Sri Venkateswara University, Tirupathy (Id: U-0037)","Govt. Degree College Pakala -Rural Co-Ed. (Id: C-27648)",29,42,29,19,0,41,63,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,102,223
621,"Andhra Pradesh","Sri Venkateswara University, Tirupathy (Id: U-0037)","Dr. Ambedkar Law College, Renigunta Road, Tirupati (Id: C-27650)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1452,283,0,0,1452,283,1735
622,"Andhra Pradesh","Sri Venkateswara University, Tirupathy (Id: U-0037)","Sri Eshwar Reddy College of Law, Tirupati (Id: C-27653)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530,70,0,0,530,70,600
623,"Andhra Pradesh","Sri Venkateswara University, Tirupathy (Id: U-0037)","Viswam Degree and PG College, Angallu, Chittoor Dist. (Id: C-27654)",0,0,134,133,0,112,181,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,245,560
624,"Andhra Pradesh","Sri Venkateswara University, Tirupathy (Id: U-0037)","S.G. Govt. Degree College, PILER Rural (Id: C-27658)",173,87,148,121,0,82,365,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,686,290,976
625,"Andhra Pradesh","Sri Venkateswara University, Tirupathy (Id: U-0037)","SEICOM Degree College, Kalikiri (Id: C-27660)",0,0,54,34,0,48,128,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,82,264
626,"Andhra Pradesh","Sri Venkateswara University, Tirupathy (Id: U-0037)","Rukminidevi Arundale college of Education, Madanapalle (Id: C-27663)",0,0,0,0,0,0,0,0,0,0,39,52,0,0,0,0,0,0,0,0,0,0,0,0,39,52,91
627,"Andhra Pradesh","Sri Venkateswara University, Tirupathy (Id: U-0037)","S.V.College of Education, RVS Nagar, Chittoor (Id: C-27664)",0,0,0,0,0,0,0,0,0,0,47,71,0,0,0,0,0,0,0,0,0,0,0,0,47,71,118
628,"Andhra Pradesh","Sri Venkateswara University, Tirupathy (Id: U-0037)","V.C.R Degree College, Mittoor Urban (Id: C-27665)",0,0,160,148,0,214,360,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520,362,882
629,"Andhra Pradesh","Sri Venkateswara University, Tirupathy (Id: U-0037)","Munivenkata Subba Reddy College of Education, Tirupati (Id: C-27666)",0,0,0,0,0,0,0,0,0,0,20,40,0,0,0,0,0,0,0,0,0,0,0,0,20,40,60
630,"Andhra Pradesh","Sri Venkateswara University, Tirupathy (Id: U-0037)","PVKN Govt. Degree College, CHITTOOR Urban (Id: C-27668)",335,68,470,274,0,152,1049,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1854,494,2348
631,"Andhra Pradesh","Sri Venkateswara University, Tirupathy (Id: U-0037)","Shri Gnanambica Degree College, Madanapalli (Id: C-27674)",0,0,290,407,64,382,366,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720,854,1574
632,"Andhra Pradesh","Sri Venkateswara University, Tirupathy (Id: U-0037)","Himaja Degree College, Puttur Rural (Id: C-27676)",0,0,0,149,0,223,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372,372
